,question,answer,query_duration,answer_present,average_precision
22303,who played evita in the movie of the same name,Madonna,10,1,1.0
22304,bod of raw municipal sewage may be in the range of about,200 mg / L in the U.S.,7,0,0.0
22305,bod of raw municipal sewage may be in the range of about,600 mg / L in Europe,13,0,0.0
22306,when was the first solid body electric guitar made,1931,13,1,1.0
22307,who played the borg queen in star trek voyager,Susanna Thompson,4,1,1.0
22308,who is the knave and who is the fool in hamlet,Polonius,7,1,1.0
22309,what's the name of the target dog,Bullseye,4,0,0.0
22310,method of administering a drug by topical friction over skin is called,transdermal application,4,1,1.0
22311,who won the first football world cup in 1930,Uruguay,9,1,1.0
22312,what is the demand of naxalites in india,redistribution of land,9,0,0.0
22313,what is the demand of naxalites in india,a written truce,6,0,0.0
22314,what is the demand of naxalites in india,release of prisoners,7,0,0.0
22315,where is centre for earth science studies located,Kerala,5,1,1.0
22316,when was the first plane used in war,1911,8,0,0.0
22317,who is the father of accounting when and what did he describe,Fra Luca Bartolomeo de Pacioli,19,0,0.0
22318,which indian social reformer was also a judge,Mahadev Govind Ranade,9,0,0.0
22319,where is the grand canyon of yellowstone located,on the Yellowstone River downstream from Yellowstone Falls in Yellowstone National Park in Wyoming,6,1,1.0
22320,who won the soccer world cup this year,France,16,1,1.0
22321,who is the person that works in the morgue,autopsy technician,2,1,1.0
22322,who is the person that works in the morgue,diener,3,1,1.0
22323,who is the person that works in the morgue,morgue attendant,5,1,1.0
22324,where is the femur located in the body,thigh,8,1,1.0
22325,the concept of intelligence-led policing (ilp) is a concept was developed in what country,the UK,5,1,1.0
22326,when did oscar de la hoya start boxing,1992,6,1,1.0
22327,when does steve first appear in full house,season six,14,1,1.0
22328,when was the first government formed in the world,Roman and Greek,9,0,0.0
22329,who sang there is a ghost in my house,R. Dean Taylor,8,1,1.0
22330,who played first game in world cup 2018,Saudi Arabia,21,1,1.0
22331,who played first game in world cup 2018,Russia,11,1,1.0
22332,what is the name of sanam re movie heroine,Yami Gautam,5,1,1.0
22333,when does tyler hoechlin come in 7th heaven,2003,10,0,0.0
22334,how many admirals does the us navy have,6 four - star,20,0,0.0
22335,where is area code 807 located in canada,"Ontario , encompassing the Northwestern Ontario region",10,1,1.0
22336,who sings lift me up with five finger death punch,Ivan L. Moody,5,1,1.0
22337,where is the origin of the rock river,Horicon Marsh,4,1,1.0
22338,who won ncaa men's basketball in 2017,North Carolina,6,0,0.0
22339,where was a major strike held in poland,Stalowa Wola Steelworks,12,0,0.0
22340,when was the last time new zealand went to the world cup,2010,7,1,1.0
22341,when does new season of criminal minds come on,"premiered on October 3 , 2018",6,0,0.0
22342,who was the jockey that rode justify in the kentucky derby,Michael Earl Smith,3,0,0.0
22343,vieques an island off the shore of puerto rico has been the site of,a bombing range and testing ground,10,1,1.0
22344,who became the mamodo king in zatch bell,Zatch,5,1,1.0
22345,what is the ascii code for tab key,"the decimal character code of 9 , and may be referred to as Ctrl + I or ^ I",3,1,1.0
22346,who created the idea that reciprocity is important for maintaining relationships,Hammurabi,21,0,0.0
22347,what does bsa stand for as seen in bsa slr cycles,Birmingham Small Arms Company Limited ( BSA ),5,1,1.0
22348,how many gold medals did india win in common wealth games 2018,26,19,0,0.0
22349,who wrote what kind of man would i be,Bobby Caldwell,13,1,1.0
22350,who wrote what kind of man would i be,Jason Scheff,9,1,1.0
22351,who wrote what kind of man would i be,Chas Sandford,7,1,1.0
22352,who sang the song with or without you,Bono,8,0,0.0
22353,which house can a single member stop action through the filibuster,United States Senate,7,1,1.0
22354,period from fertilization of the ovum to birth,Prenatal development,6,1,1.0
22355,what is the book of the history of the kings of judah,one of the lost books of the Old Testament .,16,1,1.0
22356,which minerals is abundant in the state of andhra pradesh,mica,6,1,1.0
22357,who is the founder of kolkata medical college,William bentinck,13,1,1.0
22358,how do you find the product in multiplication,result of multiplying,5,0,0.0
22359,what is the purpose of a blank solution in colorimetric analysis,to trace sources of artificially introduced contamination,8,1,1.0
22360,what is penny lane in the beatles song,"a real street in Liverpool , England",3,1,1.0
22361,where does river flows in you come from,"Lee Ru - ma ( Korean : 이루마 ; born February 15 , 1978 ) , better known by his stage name Yiruma",9,0,0.0
22362,how many senators are there in washington state,49,6,1,1.0
22363,who sang we could be heroes just for one day,David Bowie,8,1,1.0
22364,where is the super cup final being played,"Philip II Arena in Skopje , Macedonia",12,0,0.0
22365,what actor died that played in harry potter,Robert Arthur Knox,12,0,0.0
22366,who wrote the principles of literary criticism and practical criticism,I.A. Richards,9,0,0.0
22367,who is the series all american based on,professional football player Spencer Paysinger,18,1,1.0
22368,what is a high net worth individual uk,holding financial assets ( excluding their primary residence ) with a value greater than US $1 million,10,1,1.0
22369,who voices john marston in red dead redemption,Robert Allen `` Rob '' Wiethoff,4,0,0.0
22370,an ohm is the unit of measurement for,electrical resistance,3,1,1.0
22371,when was the last time the adelaide crows won a grand final,1998,16,1,1.0
22372,who wrote the song i've got the world on a string,Ted Koehler,12,1,1.0
22373,what is the name of the airport in wilmington north carolina,Wilmington International Airport,10,1,1.0
22374,who plays ben parish in the 5th wave,Nicholas John `` Nick '' Robinson,7,0,0.0
22375,who wrote one day i'll fly away,Joe Sample and Will Jennings,11,1,1.0
22376,when will call of duty ghosts 2 be released,2013,7,1,1.0
22377,which is the southern most tip of the indian mainland,Kanyakumari ( Cape Comorin ),9,0,0.0
22378,when does the movie summer of 84 come out,"August 10 , 2018",16,1,1.0
22379,who is she in coming round the mountain,probably a coded anthem for the Underground Railroad,3,1,1.0
22380,who is she in coming round the mountain,chariot that the returning Christ is imagined as driving,4,1,1.0
22381,who is the minister of national security in jamaica,the Hon . Robert Montague,5,1,1.0
22382,what is the definition of origin in math,"a special point , usually denoted by the letter O , used as a fixed point of reference for the geometry of the surrounding space",3,0,0.0
22383,little boy who played in the sixth sense,Haley Joel Osment,4,1,1.0
22384,who had responsibility for their salvation according to second great awakening ideas,the individual,10,1,1.0
22385,what is the meaning of the name alexis,"to help , defend",7,1,1.0
22386,where did all time low get their name,from lyrics in the song `` Head on Collision '' by New Found Glory,14,1,1.0
22387,an agent that causes the pupil to dilate is called,Mydriasis,5,1,1.0
22388,what are the three types of local government in virginia,incorporated towns,4,1,1.0
22389,what are the three types of local government in virginia,cities,13,1,1.0
22390,what are the three types of local government in virginia,counties,24,1,1.0
22391,the energy of earth's rotation is an example of,Rotational energy,2,1,1.0
22392,when did christianity become the roman empire official religion,in 380 AD,8,0,0.0
22393,who wrote song what if god was one of us,Eric Bazilian,12,0,0.0
22394,who sings tonight i'm looking for a party crowd,American country music artist David Lee Murphy,11,1,1.0
22395,how many episode of altered carbon are there,ten,11,1,1.0
22396,blank madly deeply number one hit for savage garden,Truly,10,1,1.0
22397,who sang the original version of i love rock and roll,Alan Merrill of the Arrows,6,1,1.0
22398,what does luca brasi sleeps with the fishes mean,that Brasi 's corpse was thrown into a body of water by Solozzo 's and Tattaglia 's men,11,1,1.0
22399,which gears of war is the ultimate edition,the original game,17,0,0.0
22400,who is the newly appointed governor of arunachal pradesh,BD Mishra,9,1,1.0
22401,when did the one child policy end in china,1979,6,1,1.0
22402,who is the actress who plays sybil in downton abbey,Jessica Rose Brown Findlay,3,0,0.0
22403,who wrote 50 ways to leave your lover,Paul Simon,4,1,1.0
22404,what part of florida is vero beach in,Treasure Coast,3,1,1.0
22405,what are the basic concept of financial accounting,"the field of accounting concerned with the summary , analysis and reporting of financial transactions pertaining to a business",6,1,1.0
22406,what is the name of old delhi railway station,Delhi Junction,7,1,1.0
22407,who played the nurse in band of brothers,a Congolese nurse named Anna ( portrayed by Rebecca Okot ),9,0,0.0
22408,who played the nurse in band of brothers,a Belgian nurse named Renée ( portrayed by Lucie Jeanne ),13,0,0.0
22409,when did sonic the hedgehog cartoon come out,"September 18 , 1993",4,0,0.0
22410,who has established the concept of input output model in political system,first conceived by David Easton in 1953,6,0,0.0
22411,who has the highest number of super bowl wins ever,Pittsburgh Steelers,12,1,1.0
22412,how many nightmare on elm st movies are there,nine,4,0,0.0
22413,when was the last time st lucia had a hurricane,Hurricane Tomas,9,1,1.0
22414,where does the processor fetch the instructions from,memory,5,1,1.0
22415,where does the last name muller come from,German,15,0,0.0
22416,when did dell curry retire from the nba,2002,12,1,1.0
22417,where do the names of the week days come from,derived from the names of the classical planets in Hellenistic astrology,14,1,1.0
22418,who won the womens ncaa basketball championship 2017,South Carolina,6,1,1.0
22419,what did the billboards say in three billboards,"`` Raped While Dying '' , `` Still No Arrests ? '' , and `` How Come , Chief Willoughby ? ''",9,1,1.0
22420,where are the last 2 white rhinos located,in the Ol Pejeta Conservancy in Kenya,7,1,1.0
22421,who played the baby in the movie willow,"Rebecca Bearman , niece of second assistant director Gerry Toomey",10,0,0.0
22422,who played the baby in the movie willow,infant twins Kate and Ruth Greenfield,4,0,0.0
22423,who directed the screwball comedy classis it happened one night/,Frank Capra,19,0,0.0
22424,who did danny manning play for in college,the University of Kansas,6,1,1.0
22425,when does youtube premium launch in the uk,"May 17 , 2018",3,1,1.0
22426,when did construction on the great pyramid of giza begin,c. 2560 -- 2540 BC,7,0,0.0
22427,who was killed with a tent peg in the bible,Sisera,3,1,1.0
22428,who is the actor that plays nate in gossip girl,Christopher Chace Crawford,5,0,0.0
22429,when did the last season of dexter air,2013,12,0,0.0
22430,who did abby on er have an affair with,ER Chief Kevin Moretti,5,1,1.0
22431,when was the lesson by toni cade bambara written,1972,8,1,1.0
22432,where did the last name bradley come from,derived from a place name meaning `` broad wood '' or `` broad meadow '' in Old English,15,1,1.0
22433,what is the structure of the nigerian economy,"a middle - income , mixed economy and emerging market , with expanding manufacturing , financial , service , communications , technology and entertainment sectors",8,0,0.0
22434,when did smith and wesson change their name,"February 15 , 2002",13,1,1.0
22435,what does pj stand for in air force,Para Jumper,9,0,0.0
22436,what is the movie if beale street could talk about,an African - American woman who seeks to clear the name of her wrongly convicted husband and prove his innocence before the birth of their child .,8,0,0.0
22437,what do they call snowboarders in johnny tsunami,Urchins,12,1,1.0
22438,interferes with anandamide function as it connects to the same receptors in the brain,"Δ - tetrahydrocannabinol ( Δ - THC , commonly called THC )",3,1,1.0
